OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type,school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
101538108,5/31/2024,PreK-12 Online Post-Visit Lessons,Adult,PreK-12 Free,Phila. Juv. Justice Services Ctr. School,19144,Philadelphia,2,Pennsylvania,Philadelphia City SD,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101541350,5/25/2024,Admission,Adult,PreK-12,East Syracuse Minoa HS,13057,East Syracuse,6,New York,Central SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101542901,5/23/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Spring Garden El Sch,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
101542901,5/24/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Spring Garden El Sch,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
101542903,5/15/2024,Gallery Lessons,Adult,PreK-12 Free,Spring Garden El Sch,19124,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
101542903,5/23/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Spring Garden El Sch,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
101542903,5/24/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Spring Garden El Sch,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
101543001,5/31/2024,Admission,Adult,PreK-12 Free,Camden Catholic High School,8002,Cherry Hill,3,New Jersey,Diocese of Camden,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546757,5/30/2024,Admission,Adult,PreK-12,Radnor SHS,19087,Radnor,3,Pennsylvania,Radnor Township SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546757,5/31/2024,Admission,Adult,PreK-12,Radnor SHS,19087,Radnor,2,Pennsylvania,Radnor Township SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546841,4/10/2024,Gallery Lessons,Adult,PreK-12 Free,Blessed Trinity Regional Catholic School,19136,Philadelphia,3,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546841,4/11/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Blessed Trinity Regional Catholic School,19136,Philadelphia,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546841,4/12/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Blessed Trinity Regional Catholic School,19136,Philadelphia,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101549642,4/24/2024,Gallery Lessons,Adult,PreK-12 Free,Crossroads Accelerated Academy,19104,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101549693,4/24/2024,Gallery Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,3,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101549693,4/25/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101549693,4/26/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101550025,4/24/2024,Gallery Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,3,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101550025,4/25/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101550025,4/26/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,St Margaret School,19072,Narberth,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101551001,5/7/2024,Gallery Lessons,Adult,PreK-12,The Crefeld School,19118-3604,Philadelphia,2,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101555208,5/6/2024,Gallery Lessons,Adult,PreK-12,Haverford SHS,19083-3718,Havertown,4,PA,Haverford Township SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101557125,5/20/2024,Gallery Lessons,Adult,PreK-12,Princeton Academy of the Sacred Heart,8540,Princeton,3,New Jersey,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101558408,5/20/2024,Gallery Lessons,Adult,PreK-12 Free,John Barry School,19139,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public,1200,1200,John Barry School,"Ismil Lamarr
Sector District",District,Network 1,Network 1,District 4,K-8,Catchment,High School,489,603.0,0.0,0.4,92.8,5.3,1.2,0.0,0.2,23.3,1.8,88.6,38.5,80.9,20.2,38.5,0.0,,,,,5.9,15.4,0.0,2.5,21.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1200%5D_SP_SPREE_SPOTlight.pdf
101558810,5/29/2024,Gallery Lessons,Adult,PreK-12,Baldwin School,19010-3505,Bryn Mawr,2,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101561158,6/3/2024,Admission,Adult,PreK-12,Frankford High School,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,7010,7010,Frankford High School,"Michael Calderone
Sector District",District,Network 14,Network 14,District 7,9-12,Catchment,High School,858,1060.0,0.4,1.5,40.4,46.6,4.7,0.2,6.2,28.2,27.4,81.8,34.0,84.1,16.2,34.0,95.0,71.8,3.7,6.0,15.0,,,,,,50.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7010%5D_SP_SPREE_SPOTlight.pdf
101561159,6/3/2024,Admission,Adult,PreK-12 Free,Frankford High School,19124,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,7010,7010,Frankford High School,"Michael Calderone
Sector District",District,Network 14,Network 14,District 7,9-12,Catchment,High School,858,1060.0,0.4,1.5,40.4,46.6,4.7,0.2,6.2,28.2,27.4,81.8,34.0,84.1,16.2,34.0,95.0,71.8,3.7,6.0,15.0,,,,,,50.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7010%5D_SP_SPREE_SPOTlight.pdf
101561524,5/25/2024,Admission,Adult,PreK-12,East Syracuse Minoa HS,13057,East Syracuse,6,New York,Central SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101561625,6/27/2024,Admission,Adult,PreK-12,FIRE Free Speech Leadership Summit,19106,Philadelphia,10,Pennsylvania,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101564305,5/21/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101565019,5/24/2024,Admission,Adult,PreK-12 Free,High School for Creative and Performing Arts,19147,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,2020,2020,High School for Creative and Performing Arts,"Jennifer Melendez
Sector District",District,Network 15,Network 15,District 2,9-12,Criteria,High School,656,657.0,0.0,5.3,47.7,12.5,5.8,0.2,28.5,5.3,2.0,52.1,78.5,86.5,46.4,78.5,1.0,98.3,35.8,43.9,85.5,,,,,,65.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2020%5D_SP_SPREE_SPOTlight.pdf
101565019,5/31/2024,Admission,Adult,PreK-12 Free,High School for Creative and Performing Arts,19147,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,2020,2020,High School for Creative and Performing Arts,"Jennifer Melendez
Sector District",District,Network 15,Network 15,District 2,9-12,Criteria,High School,656,657.0,0.0,5.3,47.7,12.5,5.8,0.2,28.5,5.3,2.0,52.1,78.5,86.5,46.4,78.5,1.0,98.3,35.8,43.9,85.5,,,,,,65.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2020%5D_SP_SPREE_SPOTlight.pdf
101565019,6/3/2024,Admission,Adult,PreK-12 Free,High School for Creative and Performing Arts,19147,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,2020,2020,High School for Creative and Performing Arts,"Jennifer Melendez
Sector District",District,Network 15,Network 15,District 2,9-12,Criteria,High School,656,657.0,0.0,5.3,47.7,12.5,5.8,0.2,28.5,5.3,2.0,52.1,78.5,86.5,46.4,78.5,1.0,98.3,35.8,43.9,85.5,,,,,,65.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2020%5D_SP_SPREE_SPOTlight.pdf
101565204,5/30/2024,Admission,Adult,PreK-12,Gregory B. Jarvis MS,13407,Mohawk,17,New York,Central Valley SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101565321,5/17/2024,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101565403,5/16/2024,Admission,Adult,PreK-12,Brooklyn Heights Montessori School,11201,Brooklyn,4,New York,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101572101,5/16/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Andrew J. Morrison School,19120,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,7390,7390,Andrew J. Morrison School,"Meredith Lowe
Sector District",District,Network 7,Network 7,District 8,K-8,Catchment,High School,525,588.0,0.0,3.8,49.9,43.1,2.5,0.0,0.8,21.7,20.6,82.1,66.5,87.5,39.5,66.5,2.0,,,,,29.7,20.3,13.5,8.4,25.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7390%5D_SP_SPREE_SPOTlight.pdf
101572101,5/17/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Andrew J. Morrison School,19120,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,7390,7390,Andrew J. Morrison School,"Meredith Lowe
Sector District",District,Network 7,Network 7,District 8,K-8,Catchment,High School,525,588.0,0.0,3.8,49.9,43.1,2.5,0.0,0.8,21.7,20.6,82.1,66.5,87.5,39.5,66.5,2.0,,,,,29.7,20.3,13.5,8.4,25.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7390%5D_SP_SPREE_SPOTlight.pdf
101583280,7/12/2024,Gallery Lessons,Adult + Self Guided + Special Exhibition,PreK-12,College Settlement Camp,19044,Horsham,4,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101583280,7/26/2024,Gallery Lessons,Adult + Self Guided + Special Exhibition,PreK-12,College Settlement Camp,19044,Horsham,4,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101583280,8/9/2024,Gallery Lessons,Adult + Self Guided,PreK-12,College Settlement Camp,19044,Horsham,4,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101583281,7/18/2024,Gallery Lessons,Adult,PreK-12 Free,Mastery CS - Pickett Campus,19139,Philadelphia,6,Pennsylvania,Unaffiliated,Charter,3393,3393,Mastery Charter School at Pickett,Joel Boyd,Charter,Charters,Charters,District 8,6-12,Citywide,High School,914,,0.6,0.0,92.2,4.3,2.6,0.0,0.3,,0.1,95.3,,,43.3,72.3,,,22.6,39.1,61.4,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3393%5D_SP_SPREE_SPOTlight.pdf
101591971,7/18/2024,Admission,Adult,PreK-12 Free,Bank Street College,10025,New York,8,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101592515,6/24/2024,Admission,Adult,PreK-12 Free,Moore College of Art and Design,19103-1108,Philadelphia,10,PA,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101637502,7/25/2024,Admission,Adult,PreK-12 Free,Moore College of Art and Design,19103-1108,Philadelphia,2,PA,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101651808,8/15/2024,Gallery Lessons,Adult,PreK-12 Free,"Community Action Agency of Delaware County, Inc.",19013,Chester,2,Pennsylvania,Unaffiliated,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101677704,10/24/2024,Admission,Adult,PreK-12,Pocono Mountain West HS,18346,Pocono Summit,2,Pennsylvania,Pocono Mountain SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101677802,10/4/2024,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101677802,11/8/2024,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101677802,9/13/2024,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,19343,Philadelphia,2,Pennsylvania,Unaffiliated,Catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101682470,3/31/2025,Gallery Lessons,Adult,PreK-12,Conestoga SHS,19312-1260,Berwyn,4,PA,Tredyffrin/Easttown SD,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101682474,10/8/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,6,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101682476,2/13/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,4,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101682476,2/4/2025,Gallery Lessons,3rd Grade Student Partner,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,1,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101682476,2/6/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,4,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101682477,11/13/2024,Gallery Lessons,Kindergarten Student + Special Exhibition,PreK-12 Free,Cook-Wissahickon School,19128-3763,Philadelphia,-4,PA,Philadelphia City SD,Public,6410,6410,Cook-Wissahickon School,"Michael Lowe
Sector District",District,Network 5,Network 5,District 4,K-8,Catchment,High School,396,425.0,0.3,1.0,33.8,11.1,11.9,0.3,41.7,24.2,4.3,55.6,86.1,80.7,59.3,86.1,0.0,,,,,57.8,54.1,71.1,43.0,60.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6410%5D_SP_SPREE_SPOTlight.pdf
101682678,11/12/2024,Gallery Lessons,Adult,PreK-12 Free,Eliza B. Kirkbride School,19147-6410,Philadelphia,15,PA,Philadelphia City SD,Public,2580,2580,Eliza B. Kirkbride School,"Rebecca Julien
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,476,518.0,0.0,23.1,4.8,53.2,4.4,0.0,14.5,17.0,48.5,73.3,86.3,81.6,61.4,86.3,0.0,,,,,42.9,41.1,34.7,29.8,55.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2580%5D_SP_SPREE_SPOTlight.pdf
101682678,11/14/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Eliza B. Kirkbride School,19147-6410,Philadelphia,4,PA,Philadelphia City SD,Public,2580,2580,Eliza B. Kirkbride School,"Rebecca Julien
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,476,518.0,0.0,23.1,4.8,53.2,4.4,0.0,14.5,17.0,48.5,73.3,86.3,81.6,61.4,86.3,0.0,,,,,42.9,41.1,34.7,29.8,55.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2580%5D_SP_SPREE_SPOTlight.pdf
101682678,11/15/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Eliza B. Kirkbride School,19147-6410,Philadelphia,4,PA,Philadelphia City SD,Public,2580,2580,Eliza B. Kirkbride School,"Rebecca Julien
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,476,518.0,0.0,23.1,4.8,53.2,4.4,0.0,14.5,17.0,48.5,73.3,86.3,81.6,61.4,86.3,0.0,,,,,42.9,41.1,34.7,29.8,55.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2580%5D_SP_SPREE_SPOTlight.pdf
101682679,2/25/2025,Gallery Lessons,Adult,PreK-12 Free,Penrose School,19153,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public,1440,1440,Penrose School,"Carol Trench
Sector District",District,Network 1,Network 1,District 2,K-8,Catchment,High School,377,427.0,0.3,5.0,81.7,6.6,4.8,0.0,1.6,36.3,11.7,84.6,53.2,88.4,31.6,53.2,0.0,,,,,27.0,25.4,16.2,8.8,35.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1440%5D_SP_SPREE_SPOTlight.pdf
101682679,2/27/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Penrose School,19153,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,1440,1440,Penrose School,"Carol Trench
Sector District",District,Network 1,Network 1,District 2,K-8,Catchment,High School,377,427.0,0.3,5.0,81.7,6.6,4.8,0.0,1.6,36.3,11.7,84.6,53.2,88.4,31.6,53.2,0.0,,,,,27.0,25.4,16.2,8.8,35.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1440%5D_SP_SPREE_SPOTlight.pdf
101682679,2/28/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Penrose School,19153,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public,1440,1440,Penrose School,"Carol Trench
Sector District",District,Network 1,Network 1,District 2,K-8,Catchment,High School,377,427.0,0.3,5.0,81.7,6.6,4.8,0.0,1.6,36.3,11.7,84.6,53.2,88.4,31.6,53.2,0.0,,,,,27.0,25.4,16.2,8.8,35.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1440%5D_SP_SPREE_SPOTlight.pdf
101682682,10/14/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,6,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101682683,11/25/2024,Gallery Lessons,Adult,PreK-12 Free,Francis S. Key School,19148,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2540,2540,Francis S. Key School,"Pauline Cheung
Sector District",District,Network 2,Network 2,District 1,K-6,Catchment,High School,389,436.0,0.0,26.0,8.0,60.9,0.8,0.5,3.9,12.3,71.0,75.3,70.9,80.0,43.4,70.9,23.0,,,,,32.4,30.9,37.8,28.1,46.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2540%5D_SP_SPREE_SPOTlight.pdf
101682683,11/25/2024,Gallery Lessons,Adult,PreK-12 Free,OSP Francis S. Key School,19148,Philadelphia,-4,Pennsylvania,Philadelphia City SD,Public,2540,2540,Francis S. Key School,"Pauline Cheung
Sector District",District,Network 2,Network 2,District 1,K-6,Catchment,High School,389,436.0,0.0,26.0,8.0,60.9,0.8,0.5,3.9,12.3,71.0,75.3,70.9,80.0,43.4,70.9,23.0,,,,,32.4,30.9,37.8,28.1,46.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2540%5D_SP_SPREE_SPOTlight.pdf
101682686,1/21/2025,Gallery Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,3,PA,Philadelphia City SD,Public,7400,7400,Olney Elementary School,"Martin Woodside
Sector District",District,Network 7,Network 7,District 9,K-8,Catchment,High School,693,777.0,0.1,11.3,42.0,43.3,2.6,0.0,0.7,12.4,32.5,82.4,63.5,73.9,33.9,63.5,0.0,,,,,39.7,33.9,26.3,10.8,28.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7400%5D_SP_SPREE_SPOTlight.pdf
101682686,1/23/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,2,PA,Philadelphia City SD,Public,7400,7400,Olney Elementary School,"Martin Woodside
Sector District",District,Network 7,Network 7,District 9,K-8,Catchment,High School,693,777.0,0.1,11.3,42.0,43.3,2.6,0.0,0.7,12.4,32.5,82.4,63.5,73.9,33.9,63.5,0.0,,,,,39.7,33.9,26.3,10.8,28.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7400%5D_SP_SPREE_SPOTlight.pdf
101682686,1/24/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Olney School,19120-3246,Philadelphia,2,PA,Philadelphia City SD,Public,7400,7400,Olney Elementary School,"Martin Woodside
Sector District",District,Network 7,Network 7,District 9,K-8,Catchment,High School,693,777.0,0.1,11.3,42.0,43.3,2.6,0.0,0.7,12.4,32.5,82.4,63.5,73.9,33.9,63.5,0.0,,,,,39.7,33.9,26.3,10.8,28.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7400%5D_SP_SPREE_SPOTlight.pdf
